SEXISTAT1,Classe di età,TIME,Seleziona periodo,Value
9,15 anni e più,2013,2013,14.701681
9,15 anni e più,2014,2014,12.834611
9,15 anni e più,2015,2015,11.682316
9,15 anni e più,2016,2016,13.005846
9,15 anni e più,2017,2017,11.53567
9,15 anni e più,1977,1977,6.25204
9,15 anni e più,1978,1978,6.971819
9,15 anni e più,1979,1979,7.408916
9,15 anni e più,1980,1980,7.408708
9,15 anni e più,1981,1981,8.231403
9,15 anni e più,1982,1982,9.094038
9,15 anni e più,1983,1983,10.549391
9,15 anni e più,1984,1984,11.263776
9,15 anni e più,1985,1985,11.391198
9,15 anni e più,1986,1986,11.153835
9,15 anni e più,1987,1987,10.86332
9,15 anni e più,1988,1988,9.309533
9,15 anni e più,1989,1989,7.855766
9,15 anni e più,1990,1990,6.68734
9,15 anni e più,1991,1991,6.420895
9,15 anni e più,1992,1992,6.9756
9,15 anni e più,1993,1993,7.574197
9,15 anni e più,1994,1994,8.770024
9,15 anni e più,1995,1995,8.372963
9,15 anni e più,1996,1996,8.019359
9,15 anni e più,1997,1997,7.869632
9,15 anni e più,1998,1998,7.930574
9,15 anni e più,1999,1999,6.911129
9,15 anni e più,2000,2000,6.319871
9,15 anni e più,2001,2001,5.647463
9,15 anni e più,2002,2002,5.56752
9,15 anni e più,2003,2003,5.200839
9,15 anni e più,2004,2004,5.604436
9,15 anni e più,2005,2005,5.474875
9,15 anni e più,2006,2006,4.657163
9,15 anni e più,2007,2007,4.733437
9,15 anni e più,2008,2008,5.800029
9,15 anni e più,2009,2009,7.185779
9,15 anni e più,2010,2010,7.66813
9,15 anni e più,2011,2011,8.336208
9,15 anni e più,2012,2012,10.252982
9,15 anni e più,2013,2013,11.474168
9,15 anni e più,2014,2014,12.215943
9,15 anni e più,2015,2015,11.422957
9,15 anni e più,2016,2016,10.827503
9,15 anni e più,2017,2017,10.086063
9,15 anni e più,1977,1977,8.786273
9,15 anni e più,1978,1978,9.195784
9,15 anni e più,1979,1979,8.467924
9,15 anni e più,1980,1980,8.305205
9,15 anni e più,1981,1981,8.08406
9,15 anni e più,1982,1982,9.19088
9,15 anni e più,1983,1983,10.761186
9,15 anni e più,1984,1984,11.040088
9,15 anni e più,1985,1985,10.497543
9,15 anni e più,1986,1986,9.673844
9,15 anni e più,1987,1987,8.826002
9,15 anni e più,1988,1988,7.362755
9,15 anni e più,1989,1989,6.502962
9,15 anni e più,1990,1990,5.994177
9,15 anni e più,1991,1991,5.669768
9,15 anni e più,1992,1992,6.195473
9,15 anni e più,1993,1993,7.268824
9,15 anni e più,1994,1994,7.705486
9,15 anni e più,1995,1995,7.709146
9,15 anni e più,1996,1996,7.517241
9,15 anni e più,1997,1997,7.017312
9,15 anni e più,1998,1998,6.460262
9,15 anni e più,1999,1999,5.857102
9,15 anni e più,2000,2000,5.018273
9,15 anni e più,2001,2001,3.80977
9,15 anni e più,2002,2002,3.919247
9,15 anni e più,2003,2003,3.783741
9,15 anni e più,2004,2004,4.058782
9,15 anni e più,2005,2005,3.881622
9,15 anni e più,2006,2006,3.388175
9,15 anni e più,2007,2007,3.254695
9,15 anni e più,2008,2008,3.474806
9,15 anni e più,2009,2009,5.187658
9,15 anni e più,2010,2010,5.746974
9,15 anni e più,2011,2011,5.434565
9,15 anni e più,2012,2012,7.390273
9,15 anni e più,2013,2013,8.362178
9,15 anni e più,2014,2014,8.7805
9,15 anni e più,2015,2015,8.448791
9,15 anni e più,2016,2016,7.804288
9,15 anni e più,2017,2017,7.087634
9,15 anni e più,1977,1977,5.002999
9,15 anni e più,1978,1978,3.98477
9,15 anni e più,1979,1979,3.699726
9,15 anni e più,1980,1980,3.466361
9,15 anni e più,1981,1981,3.377456
9,15 anni e più,1982,1982,3.6956
9,15 anni e più,1983,1983,4.217827
9,15 anni e più,1984,1984,3.798477
9,15 anni e più,1985,1985,3.419131
9,15 anni e più,1986,1986,2.894951
9,15 anni e più,1987,1987,2.618672
9,15 anni e più,1988,1988,2.258999
9,15 anni e più,1989,1989,2.528074
9,15 anni e più,1990,1990,2.796336
9,15 anni e più,1991,1991,3.450972
9,15 anni e più,1992,1992,3.253617
9,15 anni e più,1993,1993,3.739819
9,15 anni e più,1994,1994,4.563992
9,15 anni e più,1995,1995,4.917151
9,15 anni e più,1996,1996,4.507787
9,15 anni e più,1997,1997,4.419171
9,15 anni e più,1998,1998,4.308696
9,15 anni e più,1999,1999,3.612843
9,15 anni e più,2000,2000,3.150342
9,15 anni e più,2001,2001,2.191561
9,15 anni e più,2002,2002,2.29911
9,15 anni e più,2003,2003,3.181466
9,15 anni e più,2004,2004,2.712602
9,15 anni e più,2005,2005,3.517253
9,15 anni e più,2006,2006,3.189409
9,15 anni e più,2007,2007,2.646262
9,15 anni e più,2008,2008,2.569866
9,15 anni e più,2009,2009,3.543127
9,15 anni e più,2010,2010,3.707566
9,15 anni e più,2011,2011,3.659207
9,15 anni e più,2012,2012,4.521142
9,15 anni e più,2013,2013,4.788179
9,15 anni e più,2014,2014,5.372302
9,15 anni e più,2015,2015,4.572254
9,15 anni e più,2016,2016,4.295697
9,15 anni e più,2017,2017,4.006951
9,15 anni e più,1977,1977,5.192154
9,15 anni e più,1978,1978,5.371438
9,15 anni e più,1979,1979,5.463369
9,15 anni e più,1980,1980,5.404376
9,15 anni e più,1981,1981,5.993853
9,15 anni e più,1982,1982,6.771379
9,15 anni e più,1983,1983,8.024954
9,15 anni e più,1984,1984,8.489717
9,15 anni e più,1985,1985,8.491092
9,15 anni e più,1986,1986,8.241789
9,15 anni e più,1987,1987,8.045378
9,15 anni e più,1988,1988,6.871525
9,15 anni e più,1989,1989,6.074302
9,15 anni e più,1990,1990,5.488278
9,15 anni e più,1991,1991,5.316528
9,15 anni e più,1992,1992,6.118712
9,15 anni e più,1993,1993,6.975107
9,15 anni e più,1994,1994,7.807163
9,15 anni e più,1995,1995,7.693214
9,15 anni e più,1996,1996,7.617018
9,15 anni e più,1997,1997,7.411874
9,15 anni e più,1998,1998,7.16692
9,15 anni e più,1999,1999,6.347791
9,15 anni e più,2000,2000,5.555943
9,15 anni e più,2001,2001,4.53009
9,15 anni e più,2002,2002,4.587105
9,15 anni e più,2003,2003,4.353354
9,15 anni e più,2004,2004,4.574964
9,15 anni e più,2005,2005,4.427867
9,15 anni e più,2006,2006,3.903019
9,15 anni e più,2007,2007,3.751463
9,15 anni e più,2008,2008,4.229883
9,15 anni e più,2009,2009,5.742002
9,15 anni e più,2010,2010,6.1777
9,15 anni e più,2011,2011,6.271396
9,15 anni e più,2012,2012,7.959673
9,15 anni e più,2013,2013,8.872695
9,15 anni e più,2014,2014,9.283608
9,15 anni e più,2015,2015,8.641234
9,15 anni e più,2016,2016,8.147793
9,15 anni e più,2017,2017,7.423524
1,15 anni e più,1977,1977,2.089861
1,15 anni e più,1978,1978,2.265657
1,15 anni e più,1979,1979,2.216405
1,15 anni e più,1980,1980,1.927412
1,15 anni e più,1981,1981,2.106246
1,15 anni e più,1982,1982,2.866982
1,15 anni e più,1983,1983,3.507355
1,15 anni e più,1984,1984,3.917429
1,15 anni e più,1985,1985,3.865916
1,15 anni e più,1986,1986,3.943141
1,15 anni e più,1987,1987,3.44374
1,15 anni e più,1988,1988,3.246915
1,15 anni e più,1989,1989,2.574783
1,15 anni e più,1990,1990,2.360427
1,15 anni e più,1991,1991,2.069253
1,15 anni e più,1992,1992,2.335412
1,15 anni e più,1993,1993,4.417936
1,15 anni e più,1994,1994,5.475362
1,15 anni e più,1995,1995,4.24708
1,15 anni e più,1996,1996,5.014617
1,15 anni e più,1997,1997,4.262046
1,15 anni e più,1998,1998,4.859249
1,15 anni e più,1999,1999,3.417104
1,15 anni e più,2000,2000,3.446595
1,15 anni e più,2001,2001,3.736793
1,15 anni e più,2002,2002,3.836022
1,15 anni e più,2003,2003,2.395704
1,15 anni e più,2004,2004,3.616877
1,15 anni e più,2005,2005,3.447242
1,15 anni e più,2006,2006,3.187895
1,15 anni e più,2007,2007,2.572248
1,15 anni e più,2008,2008,3.376214
1,15 anni e più,2009,2009,4.186125
1,15 anni e più,2010,2010,6.284914
1,15 anni e più,2011,2011,4.956525
1,15 anni e più,2012,2012,6.299849
1,15 anni e più,2013,2013,8.609917
1,15 anni e più,2014,2014,8.71405
1,15 anni e più,2015,2015,10.182603
1,15 anni e più,2016,2016,9.760465
1,15 anni e più,2017,2017,8.83837
1,15 anni e più,1977,1977,5.310746
1,15 anni e più,1978,1978,5.131575
1,15 anni e più,1979,1979,5.207226
1,15 anni e più,1980,1980,5.104797
1,15 anni e più,1981,1981,5.530638
1,15 anni e più,1982,1982,6.203364
1,15 anni e più,1983,1983,7.609717
1,15 anni e più,1984,1984,8.552978
1,15 anni e più,1985,1985,7.724514
1,15 anni e più,1986,1986,7.165433
1,15 anni e più,1987,1987,7.07234
1,15 anni e più,1988,1988,5.689036
1,15 anni e più,1989,1989,4.600397
1,15 anni e più,1990,1990,3.839248
1,15 anni e più,1991,1991,3.750708
1,15 anni e più,1992,1992,3.346858
1,15 anni e più,1993,1993,4.281167
1,15 anni e più,1994,1994,4.187076
1,15 anni e più,1995,1995,3.740346
1,15 anni e più,1996,1996,3.030413
1,15 anni e più,1997,1997,2.950013
1,15 anni e più,1998,1998,3.185859
1,15 anni e più,1999,1999,3.036237
1,15 anni e più,2000,2000,2.708087
1,15 anni e più,2001,2001,2.889163
1,15 anni e più,2002,2002,2.489333
1,15 anni e più,2003,2003,2.42666
1,15 anni e più,2004,2004,2.659259
1,15 anni e più,2005,2005,2.843883
1,15 anni e più,2006,2006,2.658454
1,15 anni e più,2007,2007,2.51259
1,15 anni e più,2008,2008,2.580803
1,15 anni e più,2009,2009,4.442151
1,15 anni e più,2010,2010,4.893608
1,15 anni e più,2011,2011,4.778992
1,15 anni e più,2012,2012,7.179781
1,15 anni e più,2013,2013,8.215658
1,15 anni e più,2014,2014,7.758789
1,15 anni e più,2015,2015,7.635962
1,15 anni e più,2016,2016,7.54169
1,15 anni e più,2017,2017,6.908405
1,15 anni e più,1977,1977,7.522934
1,15 anni e più,1978,1978,8.25987
1,15 anni e più,1979,1979,7.047579
1,15 anni e più,1980,1980,7.022915
1,15 anni e più,1981,1981,7.658805
1,15 anni e più,1982,1982,7.798826
1,15 anni e più,1983,1983,8.173626
1,15 anni e più,1984,1984,8.12139
1,15 anni e più,1985,1985,8.089548
1,15 anni e più,1986,1986,6.999698
1,15 anni e più,1987,1987,6.37334
1,15 anni e più,1988,1988,5.730404
1,15 anni e più,1989,1989,4.646959
1,15 anni e più,1990,1990,4.098432
1,15 anni e più,1991,1991,4.596383
1,15 anni e più,1992,1992,5.117834
1,15 anni e più,1993,1993,3.426416
1,15 anni e più,1994,1994,4.375812
1,15 anni e più,1995,1995,3.953885
1,15 anni e più,1996,1996,3.466491
1,15 anni e più,1997,1997,3.879405
1,15 anni e più,1998,1998,2.906864
1,15 anni e più,1999,1999,2.80503
1,15 anni e più,2000,2000,2.42604
1,15 anni e più,2001,2001,2.020523
1,15 anni e più,2002,2002,2.04273
1,15 anni e più,2003,2003,2.24893
1,15 anni e più,2004,2004,2.144681
1,15 anni e più,2005,2005,2.572366
1,15 anni e più,2006,2006,2.117336
1,15 anni e più,2007,2007,1.752246
1,15 anni e più,2008,2008,2.065895
1,15 anni e più,2009,2009,3.533562
1,15 anni e più,2010,2010,4.194073
1,15 anni e più,2011,2011,4.014257
1,15 anni e più,2012,2012,5.12067
1,15 anni e più,2013,2013,5.747159
1,15 anni e più,2014,2014,5.847354
1,15 anni e più,2015,2015,5.641146
1,15 anni e più,2016,2016,4.954048
1,15 anni e più,2017,2017,4.333514
1,15 anni e più,1977,1977,6.584416
1,15 anni e più,1978,1978,7.188306
1,15 anni e più,1979,1979,5.64953
1,15 anni e più,1980,1980,4.746696
1,15 anni e più,1981,1981,4.399534
1,15 anni e più,1982,1982,4.749065
1,15 anni e più,1983,1983,6.0697
1,15 anni e più,1984,1984,4.134202
1,15 anni e più,1985,1985,3.559609
1,15 anni e più,1986,1986,2.80992
1,15 anni e più,1987,1987,2.335079
1,15 anni e più,1988,1988,2.836706
1,15 anni e più,1989,1989,2.398637
1,15 anni e più,1990,1990,2.712741
1,15 anni e più,1991,1991,2.132389
1,15 anni e più,1992,1992,2.419431
1,15 anni e più,1993,1993,2.147992
1,15 anni e più,1994,1994,3.268206
1,15 anni e più,1995,1995,3.372927
1,15 anni e più,1996,1996,2.945259
1,15 anni e più,1997,1997,4.011074
1,15 anni e più,1998,1998,3.780505
1,15 anni e più,1999,1999,3.581563
1,15 anni e più,2000,2000,2.112261
1,15 anni e più,2001,2001,1.752906
1,15 anni e più,2002,2002,1.906098
1,15 anni e più,2003,2003,2.045397
1,15 anni e più,2004,2004,2.595207
1,15 anni e più,2005,2005,3.019637
1,15 anni e più,2006,2006,2.316245
1,15 anni e più,2007,2007,1.683898
1,15 anni e più,2008,2008,1.966988
1,15 anni e più,2009,2009,2.564553
1,15 anni e più,2010,2010,3.097694
1,15 anni e più,2011,2011,2.021903
1,15 anni e più,2012,2012,4.142573
1,15 anni e più,2013,2013,4.249627
1,15 anni e più,2014,2014,5.029372
1,15 anni e più,2015,2015,3.58633
1,15 anni e più,2016,2016,4.032203
1,15 anni e più,2017,2017,3.568674
1,15 anni e più,1977,1977,3.774454
1,15 anni e più,1978,1978,4.040318
1,15 anni e più,1979,1979,3.930208
1,15 anni e più,1980,1980,3.760855
1,15 anni e più,1981,1981,4.16666
1,15 anni e più,1982,1982,4.873826
1,15 anni e più,1983,1983,5.868712
1,15 anni e più,1984,1984,6.379499
1,15 anni e più,1985,1985,6.081777
1,15 anni e più,1986,1986,5.719243
1,15 anni e più,1987,1987,5.421492
1,15 anni e più,1988,1988,4.744975
1,15 anni e più,1989,1989,3.869006
1,15 anni e più,1990,1990,3.401966
1,15 anni e più,1991,1991,3.394196
1,15 anni e più,1992,1992,3.509147
1,15 anni e più,1993,1993,3.923025
1,15 anni e più,1994,1994,4.448368
1,15 anni e più,1995,1995,3.879379
1,15 anni e più,1996,1996,3.533252
1,15 anni e più,1997,1997,3.577628
1,15 anni e più,1998,1998,3.387774
1,15 anni e più,1999,1999,3.054488
1,15 anni e più,2000,2000,2.634673
1,15 anni e più,2001,2001,2.525249
1,15 anni e più,2002,2002,2.396003
1,15 anni e più,2003,2003,2.307441
1,15 anni e più,2004,2004,2.530205
1,15 anni e più,2005,2005,2.801783
1,15 anni e più,2006,2006,2.42379
1,15 anni e più,2007,2007,2.070176
1,15 anni e più,2008,2008,2.320488
1,15 anni e più,2009,2009,3.755744
1,15 anni e più,2010,2010,4.401617
1,15 anni e più,2011,2011,4.055235
1,15 anni e più,2012,2012,5.724903
1,15 anni e più,2013,2013,6.468216
1,15 anni e più,2014,2014,6.448232
1,15 anni e più,2015,2015,6.117641
1,15 anni e più,2016,2016,5.761469
1,15 anni e più,2017,2017,5.136593
2,15 anni e più,1977,1977,7.878813
2,15 anni e più,1978,1978,8.238953
2,15 anni e più,1979,1979,7.792279
2,15 anni e più,1980,1980,8.395291
2,15 anni e più,1981,1981,9.943921
2,15 anni e più,1982,1982,9.683254
2,15 anni e più,1983,1983,10.544793
2,15 anni e più,1984,1984,9.846061
2,15 anni e più,1985,1985,9.718424
2,15 anni e più,1986,1986,9.84908
2,15 anni e più,1987,1987,9.653023
2,15 anni e più,1988,1988,8.782819
2,15 anni e più,1989,1989,7.902294
2,15 anni e più,1990,1990,7.081367
2,15 anni e più,1991,1991,6.734059
2,15 anni e più,1992,1992,5.557623
2,15 anni e più,1993,1993,6.34543
2,15 anni e più,1994,1994,6.567616
2,15 anni e più,1995,1995,6.458521
2,15 anni e più,1996,1996,6.854704
2,15 anni e più,1997,1997,7.266125
2,15 anni e più,1998,1998,5.180171
2,15 anni e più,1999,1999,6.33381
2,15 anni e più,2000,2000,5.664002
2,15 anni e più,2001,2001,4.918022
2,15 anni e più,2002,2002,5.426283
2,15 anni e più,2003,2003,4.813669
2,15 anni e più,2004,2004,6.702264
2,15 anni e più,2005,2005,6.431168
2,15 anni e più,2006,2006,7.808205
2,15 anni e più,2007,2007,5.69234
2,15 anni e più,2008,2008,6.351128
2,15 anni e più,2009,2009,7.316059
2,15 anni e più,2010,2010,8.28562
2,15 anni e più,2011,2011,9.667815
2,15 anni e più,2012,2012,7.552374
2,15 anni e più,2013,2013,10.898808
2,15 anni e più,2014,2014,13.326374
2,15 anni e più,2015,2015,15.49789
2,15 anni e più,2016,2016,12.040432
2,15 anni e più,2017,2017,10.211385
2,15 anni e più,1977,1977,14.208609
2,15 anni e più,1978,1978,14.69659
2,15 anni e più,1979,1979,15.139615
2,15 anni e più,1980,1980,16.200419
2,15 anni e più,1981,1981,16.586594
2,15 anni e più,1982,1982,18.331897
2,15 anni e più,1983,1983,20.718275
2,15 anni e più,1984,1984,22.266915
2,15 anni e più,1985,1985,19.729891
2,15 anni e più,1986,1986,17.825448
2,15 anni e più,1987,1987,17.51269
2,15 anni e più,1988,1988,16.088063
2,15 anni e più,1989,1989,13.805868
2,15 anni e più,1990,1990,11.490913
2,15 anni e più,1991,1991,11.061157
2,15 anni e più,1992,1992,10.002932
2,15 anni e più,1993,1993,10.48093
2,15 anni e più,1994,1994,10.651092
2,15 anni e più,1995,1995,10.311145
2,15 anni e più,1996,1996,10.019102
2,15 anni e più,1997,1997,9.808627
2,15 anni e più,1998,1998,9.738606
2,15 anni e più,1999,1999,9.221316
2,15 anni e più,2000,2000,7.160939
2,15 anni e più,2001,2001,6.643963
2,15 anni e più,2002,2002,7.014943
2,15 anni e più,2003,2003,7.181983
2,15 anni e più,2004,2004,7.713646
2,15 anni e più,2005,2005,6.986608
2,15 anni e più,2006,2006,6.653783
2,15 anni e più,2007,2007,6.085662
2,15 anni e più,2008,2008,6.039813
2,15 anni e più,2009,2009,6.885745
2,15 anni e più,2010,2010,9.277902
2,15 anni e più,2011,2011,7.560009
2,15 anni e più,2012,2012,9.419521
2,15 anni e più,2013,2013,10.929718
2,15 anni e più,2014,2014,11.586647
2,15 anni e più,2015,2015,10.552246
2,15 anni e più,2016,2016,10.25641
2,15 anni e più,2017,2017,10.931944
2,15 anni e più,1977,1977,17.072415
2,15 anni e più,1978,1978,18.62198
2,15 anni e più,1979,1979,18.980597
2,15 anni e più,1980,1980,17.531939
2,15 anni e più,1981,1981,17.472909
2,15 anni e più,1982,1982,19.559528
2,15 anni e più,1983,1983,20.612464
2,15 anni e più,1984,1984,21.120241
2,15 anni e più,1985,1985,20.405995
2,15 anni e più,1986,1986,20.012101
2,15 anni e più,1987,1987,17.703673
2,15 anni e più,1988,1988,14.827746
2,15 anni e più,1989,1989,14.040162
2,15 anni e più,1990,1990,11.725521
2,15 anni e più,1991,1991,11.026641
2,15 anni e più,1992,1992,11.284236
2,15 anni e più,1993,1993,10.762774
2,15 anni e più,1994,1994,11.041102
2,15 anni e più,1995,1995,10.951651
2,15 anni e più,1996,1996,9.912516
2,15 anni e più,1997,1997,9.688141
2,15 anni e più,1998,1998,8.515173
2,15 anni e più,1999,1999,6.927081
2,15 anni e più,2000,2000,6.255988
2,15 anni e più,2001,2001,5.345134
2,15 anni e più,2002,2002,4.247212
2,15 anni e più,2003,2003,4.478628
2,15 anni e più,2004,2004,4.834547
2,15 anni e più,2005,2005,4.757179
2,15 anni e più,2006,2006,4.591736
2,15 anni e più,2007,2007,3.967876
2,15 anni e più,2008,2008,4.295092
2,15 anni e più,2009,2009,5.311946
2,15 anni e più,2010,2010,6.383891
2,15 anni e più,2011,2011,5.844867
2,15 anni e più,2012,2012,7.28027
2,15 anni e più,2013,2013,9.246067
2,15 anni e più,2014,2014,9.229726
2,15 anni e più,2015,2015,8.612423
2,15 anni e più,2016,2016,7.746554
2,15 anni e più,2017,2017,7.435477
2,15 anni e più,1977,1977,12.421329
2,15 anni e più,1978,1978,14.222902
2,15 anni e più,1979,1979,10.620924
2,15 anni e più,1980,1980,11.05694
2,15 anni e più,1981,1981,9.018449
2,15 anni e più,1982,1982,10.270977
2,15 anni e più,1983,1983,10.356583
2,15 anni e più,1984,1984,8.148097
2,15 anni e più,1985,1985,7.497425
2,15 anni e più,1986,1986,8.125735
2,15 anni e più,1987,1987,8.481361
2,15 anni e più,1988,1988,7.393083
2,15 anni e più,1989,1989,7.281243
2,15 anni e più,1990,1990,7.242932
2,15 anni e più,1991,1991,7.094255
2,15 anni e più,1992,1992,7.027897
2,15 anni e più,1993,1993,7.942389
2,15 anni e più,1994,1994,7.798942
2,15 anni e più,1995,1995,9.642947
2,15 anni e più,1996,1996,8.025458
2,15 anni e più,1997,1997,8.4224
2,15 anni e più,1998,1998,9.369651
2,15 anni e più,1999,1999,7.817261
2,15 anni e più,2000,2000,5.169426
2,15 anni e più,2001,2001,5.7963
2,15 anni e più,2002,2002,4.184099
2,15 anni e più,2003,2003,4.837606
2,15 anni e più,2004,2004,4.627082
2,15 anni e più,2005,2005,5.629515
2,15 anni e più,2006,2006,4.159769
2,15 anni e più,2007,2007,3.283734
2,15 anni e più,2008,2008,3.730492
2,15 anni e più,2009,2009,5.067128
2,15 anni e più,2010,2010,4.452573
2,15 anni e più,2011,2011,4.386573
2,15 anni e più,2012,2012,6.133363
2,15 anni e più,2013,2013,7.244905
2,15 anni e più,2014,2014,6.519634
2,15 anni e più,2015,2015,6.627423
2,15 anni e più,2016,2016,6.215837
2,15 anni e più,2017,2017,4.996293
2,15 anni e più,1977,1977,11.361746
2,15 anni e più,1978,1978,12.2743
2,15 anni e più,1979,1979,12.437045
2,15 anni e più,1980,1980,12.909409
2,15 anni e più,1981,1981,13.814151
2,15 anni e più,1982,1982,15.121321
2,15 anni e più,1983,1983,16.714738
2,15 anni e più,1984,1984,17.208602
2,15 anni e più,1985,1985,16.1827
2,15 anni e più,1986,1986,15.552975
2,15 anni e più,1987,1987,14.901184
2,15 anni e più,1988,1988,13.367236
2,15 anni e più,1989,1989,12.086933
2,15 anni e più,1990,1990,10.324235
2,15 anni e più,1991,1991,9.913858
2,15 anni e più,1992,1992,9.379019
2,15 anni e più,1993,1993,9.640897
2,15 anni e più,1994,1994,9.872031
2,15 anni e più,1995,1995,9.909961
2,15 anni e più,1996,1996,9.336097
2,15 anni e più,1997,1997,9.284427
2,15 anni e più,1998,1998,8.603345
2,15 anni e più,1999,1999,7.71252
2,15 anni e più,2000,2000,6.353258
2,15 anni e più,2001,2001,5.76153
2,15 anni e più,2002,2002,5.206416
2,15 anni e più,2003,2003,5.373927
2,15 anni e più,2004,2004,5.797517
2,15 anni e più,2005,2005,5.643045
2,15 anni e più,2006,2006,5.295078
2,15 anni e più,2007,2007,4.532366
2,15 anni e più,2008,2008,4.760704
2,15 anni e più,2009,2009,5.773015
2,15 anni e più,2010,2010,6.815656
2,15 anni e più,2011,2011,6.119463
2,15 anni e più,2012,2012,7.600892
2,15 anni e più,2013,2013,9.259142
2,15 anni e più,2014,2014,9.261059
2,15 anni e più,2015,2015,8.730955
2,15 anni e più,2016,2016,8.038771
2,15 anni e più,2017,2017,7.65812
9,15 anni e più,1977,1977,4.055688
9,15 anni e più,1978,1978,4.293454
9,15 anni e più,1979,1979,4.084793
9,15 anni e più,1980,1980,4.121436
9,15 anni e più,1981,1981,4.77247
9,15 anni e più,1982,1982,5.152434
9,15 anni e più,1983,1983,5.917821
9,15 anni e più,1984,1984,5.983982
9,15 anni e più,1985,1985,5.867327
9,15 anni e più,1986,1986,5.992023
9,15 anni e più,1987,1987,5.605171
9,15 anni e più,1988,1988,5.174177
9,15 anni e più,1989,1989,4.420899
9,15 anni e più,1990,1990,3.964923
9,15 anni e più,1991,1991,3.611751
9,15 anni e più,1992,1992,3.443347
9,15 anni e più,1993,1993,5.08931
9,15 anni e più,1994,1994,5.866102
9,15 anni e più,1995,1995,5.03759
9,15 anni e più,1996,1996,5.678311
9,15 anni e più,1997,1997,5.387791
9,15 anni e più,1998,1998,4.977797
9,15 anni e più,1999,1999,4.492325
9,15 anni e più,2000,2000,4.293545
9,15 anni e più,2001,2001,4.204415
9,15 anni e più,2002,2002,4.469245
9,15 anni e più,2003,2003,3.299917
9,15 anni e più,2004,2004,4.762231
9,15 anni e più,2005,2005,4.521024
9,15 anni e più,2006,2006,4.82143
9,15 anni e più,2007,2007,3.621886
9,15 anni e più,2008,2008,4.384386
9,15 anni e più,2009,2009,5.259388
9,15 anni e più,2010,2010,6.939496
9,15 anni e più,2011,2011,6.552738
9,15 anni e più,2012,2012,6.724899
9,15 anni e più,2013,2013,9.356469
9,15 anni e più,2014,2014,10.177845
9,15 anni e più,2015,2015,11.893071
9,15 anni e più,2016,2016,10.53814
9,15 anni e più,2017,2017,9.260141
9,15 anni e più,1977,1977,8.902732
9,15 anni e più,1978,1978,8.95005
9,15 anni e più,1979,1979,9.162491
9,15 anni e più,1980,1980,9.524335
9,15 anni e più,1981,1981,10.0248
9,15 anni e più,1982,1982,11.234598
9,15 anni e più,1983,1983,13.050823
9,15 anni e più,1984,1984,14.229473
9,15 anni e più,1985,1985,12.576507
9,15 anni e più,1986,1986,11.514856
9,15 anni e più,1987,1987,11.287804
9,15 anni e più,1988,1988,9.87813
9,15 anni e più,1989,1989,8.304135
9,15 anni e più,1990,1990,6.896826
9,15 anni e più,1991,1991,6.614991
9,15 anni e più,1992,1992,5.881943
9,15 anni e più,1993,1993,6.592131
9,15 anni e più,1994,1994,6.578475
9,15 anni e più,1995,1995,6.17604
9,15 anni e più,1996,1996,5.674739
9,15 anni e più,1997,1997,5.547221
9,15 anni e più,1998,1998,5.650807
9,15 anni e più,1999,1999,5.409773
9,15 anni e più,2000,2000,4.382782
9,15 anni e più,2001,2001,4.307612
9,15 anni e più,2002,2002,4.197207
9,15 anni e più,2003,2003,4.204358
9,15 anni e più,2004,2004,4.516718
9,15 anni e più,2005,2005,4.351971
9,15 anni e più,2006,2006,4.119849
9,15 anni e più,2007,2007,3.845775
9,15 anni e più,2008,2008,3.861327
9,15 anni e più,2009,2009,5.360103
9,15 anni e più,2010,2010,6.525393
9,15 anni e più,2011,2011,5.813914
9,15 anni e più,2012,2012,8.029311
9,15 anni e più,2013,2013,9.225798
9,15 anni e più,2014,2014,9.164278
9,15 anni e più,2015,2015,8.696743
9,15 anni e più,2016,2016,8.554564
9,15 anni e più,2017,2017,8.430445
9,15 anni e più,1977,1977,11.494962
9,15 anni e più,1978,1978,12.781221
9,15 anni e più,1979,1979,12.30865
9,15 anni e più,1980,1980,11.700402
9,15 anni e più,1981,1981,12.05061
9,15 anni e più,1982,1982,13.172868
9,15 anni e più,1983,1983,13.844066
9,15 anni e più,1984,1984,13.990324
9,15 anni e più,1985,1985,13.856955
9,15 anni e più,1986,1986,13.147172
9,15 anni e più,1987,1987,11.728673
9,15 anni e più,1988,1988,9.982978
9,15 anni e più,1989,1989,9.028414
9,15 anni e più,1990,1990,7.652394
9,15 anni e più,1991,1991,7.600486
9,15 anni e più,1992,1992,7.966859
9,15 anni e più,1993,1993,6.812768
9,15 anni e più,1994,1994,7.410678
9,15 anni e più,1995,1995,7.178822
9,15 anni e più,1996,1996,6.429703
9,15 anni e più,1997,1997,6.558494
9,15 anni e più,1998,1998,5.483806
9,15 anni e più,1999,1999,4.694685
9,15 anni e più,2000,2000,4.204661
9,15 anni e più,2001,2001,3.551161
9,15 anni e più,2002,2002,3.048671
9,15 anni e più,2003,2003,3.261462
9,15 anni e più,2004,2004,3.385359
9,15 anni e più,2005,2005,3.573357
9,15 anni e più,2006,2006,3.238428
9,15 anni e più,2007,2007,2.741448
9,15 anni e più,2008,2008,3.081074
9,15 anni e più,2009,2009,4.330254
9,15 anni e più,2010,2010,5.174587
9,15 anni e più,2011,2011,4.844126
9,15 anni e più,2012,2012,6.094702
9,15 anni e più,2013,2013,7.318775
